indicator_id,Indicator,CollectionFrequency,financialYear,Total,Apr,May,Jun,Q1,Jul,Aug,Sep,Q2,Oct,Nov,Dec,Q3,Jan,Feb,Mar,Q4,Polarity,Activity,LibraryName
LIB02-E,Books Borrowed - Dringhouses Library,Monthly,2021-03-31,3676.00,0.0,0.0,0.0,0.0,0.0,2.0,835.0,837.00,1586.00,431.00,620.00,2637.00,197.00,0.00,5.00,202.00,Up is Good,Books Borrowed,Dringhouses Library
LIB02-E,Books Borrowed - Dringhouses Library,Monthly,2022-03-31,20396.00,974.0,1557.0,1643.0,4174.0,1679.0,2131.0,1804.0,5614.00,1796.00,1827.00,1275.00,4898.00,1966.00,1617.00,2127.00,5710.00,Up is Good,Books Borrowed,Dringhouses Library
LIB02-E,Books Borrowed - Dringhouses Library,Monthly,2023-03-31,,1718.0,1879.0,1905.0,5502.0,2004.0,2289.0,2126.0,6419.00,2169.00,1758.00,1404.00,5331.00,,,,,Up is Good,Books Borrowed,Dringhouses Library
LIB02-F,Books Borrowed - Dunnington Library,Monthly,2015-03-31,17565.00,1397.0,1457.0,1400.0,4254.0,1717.0,1651.0,1505.0,4873.00,1467.00,1394.00,1004.00,3865.00,1423.00,1316.00,1834.00,4573.00,Up is Good,Books Borrowed,Dunnington Library
LIB02-F,Books Borrowed - Dunnington Library,Monthly,2016-03-31,21393.00,1778.0,1688.0,1565.0,5031.0,1989.0,1848.0,1813.0,5650.00,1946.00,1847.00,1576.00,5369.00,1752.00,1636.00,1955.00,5343.00,Up is Good,Books Borrowed,Dunnington Library
LIB02-F,Books Borrowed - Dunnington Library,Monthly,2017-03-31,21979.00,1787.0,1636.0,1735.0,5158.0,1914.0,1961.0,1734.0,5609.00,1726.00,1790.00,1496.00,5012.00,2180.00,1967.00,2053.00,6200.00,Up is Good,Books Borrowed,Dunnington Library
LIB02-F,Books Borrowed - Dunnington Library,Monthly,2018-03-31,21070.00,1807.0,1810.0,1567.0,5184.0,2073.0,1864.0,1697.0,5634.00,1754.00,1659.00,1455.00,4868.00,1885.00,1562.00,1937.00,5384.00,Up is Good,Books Borrowed,Dunnington Library
LIB02-F,Books Borrowed - Dunnington Library,Monthly,2019-03-31,17256.00,1655.0,1595.0,1521.0,4771.0,1610.0,1802.0,1289.0,4701.00,1252.00,1435.00,988.00,3675.00,1451.00,1237.00,1421.00,4109.00,Up is Good,Books Borrowed,Dunnington Library
LIB02-F,Books Borrowed - Dunnington Library,Monthly,2020-03-31,16626.00,1542.0,1423.0,1431.0,4396.0,1515.0,1861.0,1397.0,4773.00,1410.00,1407.00,1037.00,3854.00,1177.00,1485.00,941.00,3603.00,Up is Good,Books Borrowed,Dunnington Library
LIB02-F,Books Borrowed - Dunnington Library,Monthly,2021-03-31,2342.00,0.0,0.0,0.0,0.0,0.0,0.0,579.0,579.00,915.00,237.00,509.00,1661.00,100.00,0.00,2.00,102.00,Up is Good,Books Borrowed,Dunnington Library
LIB02-F,Books Borrowed - Dunnington Library,Monthly,2022-03-31,12460.00,552.0,922.0,999.0,2473.0,1197.0,1322.0,1053.0,3572.00,1131.00,1036.00,814.00,2981.00,1202.00,1136.00,1096.00,3434.00,Up is Good,Books Borrowed,Dunnington Library
LIB02-F,Books Borrowed - Dunnington Library,Monthly,2023-03-31,,1097.0,1077.0,1060.0,3234.0,1009.0,1270.0,1052.0,3331.00,1248.00,1076.00,926.00,3250.00,,,,,Up is Good,Books Borrowed,Dunnington Library
LIB02-G,Books Borrowed - Fulford Library,Monthly,2015-03-31,24675.00,1696.0,1770.0,1994.0,5460.0,2416.0,2263.0,2099.0,6778.00,2174.00,2157.00,1533.00,5864.00,2313.00,2212.00,2048.00,6573.00,Up is Good,Books Borrowed,Fulford Library
LIB02-G,Books Borrowed - Fulford Library,Monthly,2016-03-31,22059.00,1719.0,1859.0,1838.0,5416.0,1818.0,1564.0,2004.0,5386.00,2146.00,2029.00,1571.00,5746.00,1885.00,1859.00,1767.00,5511.00,Up is Good,Books Borrowed,Fulford Library
LIB02-G,Books Borrowed - Fulford Library,Monthly,2017-03-31,23332.00,1834.0,1684.0,1845.0,5363.0,1852.0,1691.0,2033.0,5576.00,2044.00,2402.00,1674.00,6120.00,2297.00,1792.00,2184.00,6273.00,Up is Good,Books Borrowed,Fulford Library
LIB02-G,Books Borrowed - Fulford Library,Monthly,2018-03-31,22770.00,1766.0,1863.0,2168.0,5797.0,1866.0,1761.0,1864.0,5491.00,1990.00,1834.00,1538.00,5362.00,1928.00,1967.00,2225.00,6120.00,Up is Good,Books Borrowed,Fulford Library
LIB02-G,Books Borrowed - Fulford Library,Monthly,2019-03-31,23890.00,2038.0,1905.0,2030.0,5973.0,2139.0,1923.0,1994.0,6056.00,2304.00,2439.00,1535.00,6278.00,2020.00,1824.00,1739.00,5583.00,Up is Good,Books Borrowed,Fulford Library
LIB02-G,Books Borrowed - Fulford Library,Monthly,2020-03-31,23114.00,1727.0,1768.0,1757.0,5252.0,1727.0,1736.0,2197.0,5660.00,2279.00,2313.00,1659.00,6251.00,2376.00,1947.00,1628.00,5951.00,Up is Good,Books Borrowed,Fulford Library
LIB02-G,Books Borrowed - Fulford Library,Monthly,2021-03-31,2862.00,0.0,0.0,0.0,0.0,0.0,0.0,696.0,696.00,1385.00,166.00,473.00,2024.00,131.00,0.00,11.00,142.00,Up is Good,Books Borrowed,Fulford Library
LIB02-G,Books Borrowed - Fulford Library,Monthly,2022-03-31,18735.00,775.0,1200.0,1401.0,3376.0,1529.0,1340.0,1346.0,4215.00,1780.00,1942.00,1326.00,5048.00,2260.00,1763.00,2073.00,6096.00,Up is Good,Books Borrowed,Fulford Library
LIB02-G,Books Borrowed - Fulford Library,Monthly,2023-03-31,,1894.0,1978.0,1811.0,5683.0,1893.0,1861.0,2005.0,5759.00,2160.00,2159.00,1541.00,5860.00,,,,,Up is Good,Books Borrowed,Fulford Library
LIB02-H,Books Borrowed - Haxby Explore,Monthly,2015-03-31,33507.00,2598.0,2613.0,2771.0,7982.0,3176.0,3432.0,2951.0,9559.00,2936.00,2885.00,2112.00,7933.00,2853.00,2660.00,2520.00,8033.00,Up is Good,Books Borrowed,Haxby Explore
LIB02-H,Books Borrowed - Haxby Explore,Monthly,2016-03-31,69879.00,5209.0,5834.0,5695.0,16738.0,6516.0,6424.0,6309.0,19249.00,6196.00,5757.00,4753.00,16706.00,5874.00,5707.00,5605.00,17186.00,Up is Good,Books Borrowed,Haxby Explore
LIB02-H,Books Borrowed - Haxby Explore,Monthly,2017-03-31,44628.00,5984.0,5453.0,5616.0,17053.0,5046.0,3263.0,2768.0,11077.00,2896.00,2884.00,2347.00,8127.00,2987.00,2604.00,2780.00,8371.00,Up is Good,Books Borrowed,Haxby Explore
LIB02-H,Books Borrowed - Haxby Explore,Monthly,2018-03-31,32578.00,2440.0,2847.0,2273.0,7560.0,3197.0,3216.0,2889.0,9302.00,2936.00,2445.00,2118.00,7499.00,2690.00,2663.00,2864.00,8217.00,Up is Good,Books Borrowed,Haxby Explore
LIB02-H,Books Borrowed - Haxby Explore,Monthly,2019-03-31,28716.00,3101.0,2951.0,2682.0,8734.0,2957.0,2574.0,2370.0,7901.00,2629.00,1921.00,1611.00,6161.00,2538.00,1375.00,2007.00,5920.00,Up is Good,Books Borrowed,Haxby Explore
LIB02-H,Books Borrowed - Haxby Explore,Monthly,2020-03-31,23173.00,1925.0,1906.0,1999.0,5830.0,2478.0,2815.0,1652.0,6945.00,1978.00,2154.00,1418.00,5550.00,1567.00,1749.00,1532.00,4848.00,Up is Good,Books Borrowed,Haxby Explore
LIB02-H,Books Borrowed - Haxby Explore,Monthly,2021-03-31,4413.00,0.0,0.0,0.0,0.0,2.0,52.0,1265.0,1319.00,1535.00,529.00,782.00,2846.00,222.00,0.00,26.00,248.00,Up is Good,Books Borrowed,Haxby Explore
LIB02-H,Books Borrowed - Haxby Explore,Monthly,2022-03-31,18491.00,821.0,1437.0,1525.0,3783.0,1856.0,1865.0,1682.0,5403.00,1648.00,1453.00,1269.00,4370.00,1814.00,1445.00,1676.00,4935.00,Up is Good,Books Borrowed,Haxby Explore
LIB02-H,Books Borrowed - Haxby Explore,Monthly,2023-03-31,,1591.0,1589.0,264.0,3444.0,543.0,522.0,602.0,1667.00,567.00,549.00,447.00,1563.00,,,,,Up is Good,Books Borrowed,Haxby Explore
LIB02-I,Books Borrowed - Huntington Library,Monthly,2015-03-31,73316.00,5906.0,5611.0,5703.0,17220.0,7048.0,7546.0,6659.0,21253.00,6586.00,5904.00,4700.00,17190.00,6264.00,5405.00,5984.00,17653.00,Up is Good,Books Borrowed,Huntington Library
LIB02-I,Books Borrowed - Huntington Library,Monthly,2016-03-31,27774.00,2519.0,2480.0,2281.0,7280.0,2604.0,2684.0,2209.0,7497.00,2376.00,2265.00,1788.00,6429.00,2135.00,2123.00,2310.00,6568.00,Up is Good,Books Borrowed,Huntington Library
LIB02-I,Books Borrowed - Huntington Library,Monthly,2017-03-31,27320.00,2244.0,1957.0,2016.0,6217.0,2402.0,2554.0,2530.0,7486.00,2123.00,2247.00,1999.00,6369.00,2640.00,2174.00,2434.00,7248.00,Up is Good,Books Borrowed,Huntington Library
LIB02-I,Books Borrowed - Huntington Library,Monthly,2018-03-31,28018.00,2240.0,2301.0,2572.0,7113.0,2490.0,2634.0,2461.0,7585.00,2284.00,2365.00,1832.00,6481.00,2483.00,1945.00,2411.00,6839.00,Up is Good,Books Borrowed,Huntington Library
LIB02-I,Books Borrowed - Huntington Library,Monthly,2019-03-31,21792.00,1940.0,1853.0,1974.0,5767.0,2040.0,2166.0,1734.0,5940.00,1765.00,1674.00,1230.00,4669.00,1982.00,1566.00,1868.00,5416.00,Up is Good,Books Borrowed,Huntington Library
LIB02-I,Books Borrowed - Huntington Library,Monthly,2020-03-31,23497.00,1958.0,1949.0,1832.0,5739.0,2048.0,2276.0,1973.0,6297.00,2111.00,2150.00,1418.00,5679.00,2286.00,1939.00,1557.00,5782.00,Up is Good,Books Borrowed,Huntington Library
LIB02-I,Books Borrowed - Huntington Library,Monthly,2021-03-31,3989.00,0.0,0.0,0.0,0.0,0.0,11.0,956.0,967.00,1509.00,457.00,749.00,2715.00,306.00,0.00,1.00,307.00,Up is Good,Books Borrowed,Huntington Library
LIB02-I,Books Borrowed - Huntington Library,Monthly,2022-03-31,19559.00,960.0,1439.0,1567.0,3966.0,2013.0,1861.0,1574.0,5448.00,1790.00,1919.00,1432.00,5141.00,1776.00,1426.00,1802.00,5004.00,Up is Good,Books Borrowed,Huntington Library
LIB02-I,Books Borrowed - Huntington Library,Monthly,2023-03-31,,1617.0,1761.0,1434.0,4812.0,1869.0,2050.0,1878.0,5797.00,1777.00,1666.00,1180.00,4623.00,,,,,Up is Good,Books Borrowed,Huntington Library
LIB02-J,Books Borrowed - Mobile Library,Monthly,2015-03-31,21861.00,1953.0,1832.0,1522.0,5307.0,1984.0,1671.0,2037.0,5692.00,2081.00,1556.00,1698.00,5335.00,1873.00,1679.00,1975.00,5527.00,Up is Good,Books Borrowed,Mobile Library
LIB02-J,Books Borrowed - Mobile Library,Monthly,2016-03-31,20233.00,1676.0,1660.0,1784.0,5120.0,1724.0,1518.0,1670.0,4912.00,1568.00,1442.00,1811.00,4821.00,1714.00,1753.00,1913.00,5380.00,Up is Good,Books Borrowed,Mobile Library
LIB02-J,Books Borrowed - Mobile Library,Monthly,2017-03-31,17235.00,1665.0,1281.0,1694.0,4640.0,1580.0,1857.0,1551.0,4988.00,1751.00,850.00,1506.00,4107.00,997.00,1393.00,1110.00,3500.00,Up is Good,Books Borrowed,Mobile Library
LIB02-J,Books Borrowed - Mobile Library,Monthly,2018-03-31,18189.00,1035.0,1836.0,1795.0,4666.0,1379.0,1264.0,1614.0,4257.00,1615.00,1453.00,1419.00,4487.00,1774.00,1501.00,1504.00,4779.00,Up is Good,Books Borrowed,Mobile Library
LIB02-J,Books Borrowed - Mobile Library,Monthly,2019-03-31,16812.00,1446.0,1794.0,1607.0,4847.0,1077.0,1567.0,1501.0,4145.00,1464.00,1388.00,656.00,3508.00,1744.00,1403.00,1165.00,4312.00,Up is Good,Books Borrowed,Mobile Library
LIB02-J,Books Borrowed - Mobile Library,Monthly,2020-03-31,13554.00,1261.0,1485.0,1352.0,4098.0,1223.0,1326.0,1175.0,3724.00,1180.00,374.00,737.00,2291.00,1400.00,1059.00,982.00,3441.00,Up is Good,Books Borrowed,Mobile Library
LIB02-J,Books Borrowed - Mobile Library,Monthly,2021-03-31,5326.00,0.0,0.0,0.0,0.0,336.0,659.0,655.0,1650.00,902.00,701.00,385.00,1988.00,563.00,493.00,632.00,1688.00,Up is Good,Books Borrowed,Mobile Library
LIB02-J,Books Borrowed - Mobile Library,Monthly,2022-03-31,10732.00,709.0,936.0,958.0,2603.0,925.0,770.0,963.0,2658.00,927.00,970.00,493.00,2390.00,1088.00,903.00,1090.00,3081.00,Up is Good,Books Borrowed,Mobile Library
LIB02-J,Books Borrowed - Mobile Library,Monthly,2023-03-31,,984.0,1016.0,1004.0,3004.0,830.0,938.0,966.0,2734.00,768.00,931.00,633.00,2332.00,,,,,Up is Good,Books Borrowed,Mobile Library
LIB02-K,Books Borrowed - New Earswick Library,Monthly,2015-03-31,17448.00,1302.0,1566.0,1743.0,4611.0,1576.0,1615.0,1840.0,5031.00,1722.00,1355.00,900.00,3977.00,1280.00,1115.00,1434.00,3829.00,Up is Good,Books Borrowed,New Earswick Library
LIB02-K,Books Borrowed - New Earswick Library,Monthly,2016-03-31,14631.00,1141.0,1193.0,1211.0,3545.0,1214.0,1002.0,1195.0,3411.00,1389.00,1188.00,952.00,3529.00,1432.00,1268.00,1446.00,4146.00,Up is Good,Books Borrowed,New Earswick Library
LIB02-K,Books Borrowed - New Earswick Library,Monthly,2017-03-31,19951.00,1257.0,1474.0,1280.0,4011.0,1317.0,1932.0,1932.0,5181.00,1759.00,1949.00,1465.00,5173.00,1976.00,1663.00,1947.00,5586.00,Up is Good,Books Borrowed,New Earswick Library
LIB02-K,Books Borrowed - New Earswick Library,Monthly,2018-03-31,20322.00,1528.0,1830.0,1688.0,5046.0,1561.0,1721.0,1701.0,4983.00,1845.00,1812.00,1542.00,5199.00,1790.00,1575.00,1729.00,5094.00,Up is Good,Books Borrowed,New Earswick Library
LIB02-K,Books Borrowed - New Earswick Library,Monthly,2019-03-31,17982.00,1704.0,1109.0,1224.0,4037.0,1518.0,1666.0,1507.0,4691.00,1417.00,1684.00,1115.00,4216.00,1837.00,1410.00,1791.00,5038.00,Up is Good,Books Borrowed,New Earswick Library
LIB02-K,Books Borrowed - New Earswick Library,Monthly,2020-03-31,19537.00,1806.0,1670.0,1546.0,5022.0,1840.0,2016.0,1519.0,5375.00,1679.00,1619.00,1387.00,4685.00,1677.00,1648.00,1130.00,4455.00,Up is Good,Books Borrowed,New Earswick Library
LIB02-K,Books Borrowed - New Earswick Library,Monthly,2021-03-31,2911.00,0.0,0.0,0.0,0.0,6.0,343.0,608.0,957.00,1116.00,327.00,399.00,1842.00,112.00,0.00,0.00,112.00,Up is Good,Books Borrowed,New Earswick Library
LIB02-K,Books Borrowed - New Earswick Library,Monthly,2022-03-31,16282.00,587.0,1072.0,1300.0,2959.0,1420.0,1395.0,1333.0,4148.00,1386.00,1461.00,1315.00,4162.00,1711.00,1497.00,1805.00,5013.00,Up is Good,Books Borrowed,New Earswick Library
LIB02-K,Books Borrowed - New Earswick Library,Monthly,2023-03-31,,1832.0,1824.0,1891.0,5547.0,2156.0,2763.0,2654.0,7573.00,2561.00,2659.00,1983.00,7203.00,,,,,Up is Good,Books Borrowed,New Earswick Library
LIB02-L,Books Borrowed - Poppleton Library,Monthly,2015-03-31,31063.00,2388.0,2600.0,2353.0,7341.0,2559.0,3267.0,2536.0,8362.00,2877.00,2603.00,2026.00,7506.00,3229.00,2251.00,2374.00,7854.00,Up is Good,Books Borrowed,Poppleton Library
LIB02-L,Books Borrowed - Poppleton Library,Monthly,2016-03-31,25677.00,2307.0,2206.0,2051.0,6564.0,2342.0,2114.0,1968.0,6424.00,2039.00,2162.00,1751.00,5952.00,2117.00,2328.00,2292.00,6737.00,Up is Good,Books Borrowed,Poppleton Library
LIB02-L,Books Borrowed - Poppleton Library,Monthly,2017-03-31,28676.00,2414.0,2168.0,2357.0,6939.0,2650.0,2763.0,2350.0,7763.00,2395.00,2283.00,2119.00,6797.00,2485.00,2114.00,2578.00,7177.00,Up is Good,Books Borrowed,Poppleton Library
LIB02-L,Books Borrowed - Poppleton Library,Monthly,2018-03-31,27753.00,2274.0,2218.0,2166.0,6658.0,2657.0,2731.0,2551.0,7939.00,2370.00,2114.00,1714.00,6198.00,2552.00,2114.00,2292.00,6958.00,Up is Good,Books Borrowed,Poppleton Library
LIB02-L,Books Borrowed - Poppleton Library,Monthly,2019-03-31,25809.00,2186.0,2093.0,2068.0,6347.0,2251.0,2602.0,2261.0,7114.00,2166.00,2258.00,1444.00,5868.00,2307.00,1734.00,2439.00,6480.00,Up is Good,Books Borrowed,Poppleton Library
LIB02-L,Books Borrowed - Poppleton Library,Monthly,2020-03-31,23881.00,2138.0,2147.0,1799.0,6084.0,2093.0,2182.0,2172.0,6447.00,2021.00,2082.00,1435.00,5538.00,2184.00,1930.00,1698.00,5812.00,Up is Good,Books Borrowed,Poppleton Library
LIB02-L,Books Borrowed - Poppleton Library,Monthly,2021-03-31,4004.00,0.0,0.0,0.0,0.0,0.0,2.0,1086.0,1088.00,1546.00,509.00,667.00,2722.00,194.00,0.00,0.00,194.00,Up is Good,Books Borrowed,Poppleton Library
LIB02-L,Books Borrowed - Poppleton Library,Monthly,2022-03-31,21255.00,1023.0,1715.0,1712.0,4450.0,2061.0,2010.0,1979.0,6050.00,2093.00,1798.00,1510.00,5401.00,1969.00,1566.00,1819.00,5354.00,Up is Good,Books Borrowed,Poppleton Library
LIB02-L,Books Borrowed - Poppleton Library,Monthly,2023-03-31,,1604.0,1850.0,1802.0,5256.0,2229.0,2093.0,2136.0,6458.00,1975.00,2096.00,1659.00,5730.00,,,,,Up is Good,Books Borrowed,Poppleton Library
LIB02-M,Books Borrowed - Rowntree Park Reading Cafe,Monthly,2015-03-31,14118.00,1050.0,1025.0,1538.0,3613.0,1638.0,1878.0,1351.0,4867.00,1142.00,1015.00,774.00,2931.00,869.00,868.00,970.00,2707.00,Up is Good,Books Borrowed,Rowntree Park Reading Cafe
LIB02-M,Books Borrowed - Rowntree Park Reading Cafe,Monthly,2016-03-31,9926.00,871.0,865.0,752.0,2488.0,1065.0,1046.0,968.0,3079.00,890.00,660.00,474.00,2024.00,622.00,783.00,930.00,2335.00,Up is Good,Books Borrowed,Rowntree Park Reading Cafe
LIB02-M,Books Borrowed - Rowntree Park Reading Cafe,Monthly,2017-03-31,9935.00,838.0,808.0,765.0,2411.0,979.0,1110.0,977.0,3066.00,888.00,305.00,702.00,1895.00,803.00,890.00,870.00,2563.00,Up is Good,Books Borrowed,Rowntree Park Reading Cafe
LIB02-M,Books Borrowed - Rowntree Park Reading Cafe,Monthly,2018-03-31,9050.00,996.0,568.0,508.0,2072.0,580.0,470.0,657.0,1707.00,2041.00,583.00,576.00,3200.00,681.00,691.00,699.00,2071.00,Up is Good,Books Borrowed,Rowntree Park Reading Cafe
LIB02-M,Books Borrowed - Rowntree Park Reading Cafe,Monthly,2019-03-31,6571.00,579.0,605.0,647.0,1831.0,670.0,727.0,542.0,1939.00,533.00,530.00,328.00,1391.00,443.00,439.00,528.00,1410.00,Up is Good,Books Borrowed,Rowntree Park Reading Cafe
LIB02-M,Books Borrowed - Rowntree Park Reading Cafe,Monthly,2020-03-31,5133.00,538.0,589.0,383.0,1510.0,492.0,562.0,380.0,1434.00,393.00,406.00,328.00,1127.00,364.00,455.00,243.00,1062.00,Up is Good,Books Borrowed,Rowntree Park Reading Cafe
LIB02-M,Books Borrowed - Rowntree Park Reading Cafe,Monthly,2021-03-31,502.00,0.0,0.0,0.0,0.0,1.0,0.0,100.0,101.00,263.00,23.00,101.00,387.00,14.00,0.00,0.00,14.00,Up is Good,Books Borrowed,Rowntree Park Reading Cafe
LIB02-M,Books Borrowed - Rowntree Park Reading Cafe,Monthly,2022-03-31,3945.00,104.0,148.0,382.0,634.0,359.0,486.0,396.0,1241.00,397.00,375.00,339.00,1111.00,379.00,277.00,303.00,959.00,Up is Good,Books Borrowed,Rowntree Park Reading Cafe
LIB02-M,Books Borrowed - Rowntree Park Reading Cafe,Monthly,2023-03-31,,352.0,457.0,385.0,1194.0,488.0,517.0,469.0,1474.00,400.00,383.00,317.00,1100.00,,,,,Up is Good,Books Borrowed,Rowntree Park Reading Cafe
LIB02-N,Books Borrowed - Strensall Library,Monthly,2015-03-31,27860.00,1971.0,2118.0,2285.0,6374.0,2600.0,2391.0,2352.0,7343.00,2322.00,2122.00,1887.00,6331.00,2799.00,2539.00,2474.00,7812.00,Up is Good,Books Borrowed,Strensall Library
LIB02-N,Books Borrowed - Strensall Library,Monthly,2016-03-31,30131.00,2684.0,2655.0,2702.0,8041.0,2752.0,2852.0,2636.0,8240.00,3025.00,2692.00,1862.00,7579.00,2156.00,1810.00,2305.00,6271.00,Up is Good,Books Borrowed,Strensall Library
LIB02-N,Books Borrowed - Strensall Library,Monthly,2017-03-31,22468.00,2450.0,1838.0,1626.0,5914.0,1704.0,2206.0,1929.0,5839.00,2040.00,1920.00,1660.00,5620.00,1772.00,1571.00,1752.00,5095.00,Up is Good,Books Borrowed,Strensall Library
LIB02-N,Books Borrowed - Strensall Library,Monthly,2018-03-31,18666.00,1466.0,1420.0,1369.0,4255.0,1738.0,2058.0,1574.0,5370.00,1692.00,1383.00,1084.00,4159.00,1696.00,1639.00,1547.00,4882.00,Up is Good,Books Borrowed,Strensall Library
LIB02-N,Books Borrowed - Strensall Library,Monthly,2019-03-31,16959.00,1525.0,1465.0,1420.0,4410.0,1562.0,1613.0,1425.0,4600.00,1341.00,1466.00,950.00,3757.00,1451.00,1181.00,1560.00,4192.00,Up is Good,Books Borrowed,Strensall Library
LIB02-N,Books Borrowed - Strensall Library,Monthly,2020-03-31,17707.00,1514.0,1417.0,1302.0,4233.0,1655.0,1723.0,1530.0,4908.00,1461.00,1372.00,1060.00,3893.00,1705.00,1609.00,1359.00,4673.00,Up is Good,Books Borrowed,Strensall Library
LIB02-N,Books Borrowed - Strensall Library,Monthly,2021-03-31,3457.00,0.0,0.0,0.0,0.0,0.0,2.0,814.0,816.00,1392.00,393.00,751.00,2536.00,105.00,0.00,0.00,105.00,Up is Good,Books Borrowed,Strensall Library
LIB02-N,Books Borrowed - Strensall Library,Monthly,2022-03-31,14994.00,798.0,1284.0,1244.0,3326.0,1437.0,1396.0,1346.0,4179.00,1178.00,1302.00,942.00,3422.00,1344.00,1250.00,1473.00,4067.00,Up is Good,Books Borrowed,Strensall Library
LIB02-N,Books Borrowed - Strensall Library,Monthly,2023-03-31,,1292.0,1324.0,1264.0,3880.0,1243.0,1450.0,1440.0,4133.00,1444.00,1265.00,992.00,3701.00,,,,,Up is Good,Books Borrowed,Strensall Library
LIB02-O,Books Borrowed - Sycamore House Reading Library,Monthly,2015-03-31,7265.00,75.0,75.0,936.0,1086.0,1056.0,804.0,1115.0,2975.00,1071.00,737.00,580.00,2388.00,362.00,197.00,257.00,816.00,Up is Good,Books Borrowed,Sycamore House Reading Library
