indicator_id,Indicator,CollectionFrequency,financialYear,Total,Apr,May,Jun,Q1,Jul,Aug,Sep,Q2,Oct,Nov,Dec,Q3,Jan,Feb,Mar,Q4,Polarity,Activity,LibraryName
LIB02-O,Books Borrowed - Sycamore House Reading Library,Monthly,2016-03-31,2390.00,225.0,169.0,273.0,667.0,274.0,212.0,227.0,713.00,179.00,174.00,170.00,523.00,173.00,109.00,205.00,487.00,Up is Good,Books Borrowed,Sycamore House Reading Library
LIB02-O,Books Borrowed - Sycamore House Reading Library,Monthly,2017-03-31,1904.00,236.0,178.0,150.0,564.0,106.0,143.0,136.0,385.00,183.00,216.00,112.00,511.00,170.00,109.00,165.00,444.00,Up is Good,Books Borrowed,Sycamore House Reading Library
LIB02-O,Books Borrowed - Sycamore House Reading Library,Monthly,2018-03-31,928.00,89.0,42.0,23.0,154.0,44.0,61.0,100.0,205.00,90.00,167.00,72.00,329.00,122.00,62.00,56.00,240.00,Up is Good,Books Borrowed,Sycamore House Reading Library
LIB02-O,Books Borrowed - Sycamore House Reading Library,Monthly,2019-03-31,-1,49.0,63.0,24.0,136.0,31.0,8.0,0.0,39.00,-1,-1,-1,-1,-1,-1,-1,-1,Up is Good,Books Borrowed,Sycamore House Reading Library
LIB02-P,Books Borrowed - Burnholme/Tang Hall Explore,Monthly,2015-03-31,80133.00,5525.0,5866.0,7127.0,18518.0,8081.0,8406.0,7195.0,23682.00,7282.00,6434.00,5489.00,19205.00,6580.00,5757.00,6391.00,18728.00,Up is Good,Books Borrowed,Burnholme/Tang Hall Explore
LIB02-P,Books Borrowed - Burnholme/Tang Hall Explore,Monthly,2016-03-31,68742.00,5564.0,5778.0,5702.0,17044.0,7165.0,6346.0,6218.0,19729.00,5587.00,5265.00,4656.00,15508.00,5384.00,5447.00,5630.00,16461.00,Up is Good,Books Borrowed,Burnholme/Tang Hall Explore
LIB02-P,Books Borrowed - Burnholme/Tang Hall Explore,Monthly,2017-03-31,67996.00,5794.0,5402.0,5453.0,16649.0,6103.0,6821.0,5749.0,18673.00,5652.00,5611.00,5089.00,16352.00,5501.00,5335.00,5486.00,16322.00,Up is Good,Books Borrowed,Burnholme/Tang Hall Explore
LIB02-P,Books Borrowed - Burnholme/Tang Hall Explore,Monthly,2018-03-31,65816.00,5157.0,5235.0,5615.0,16007.0,6257.0,6169.0,5440.0,17866.00,5735.00,5073.00,5100.00,15908.00,5437.00,4748.00,5850.00,16035.00,Up is Good,Books Borrowed,Burnholme/Tang Hall Explore
LIB02-P,Books Borrowed - Burnholme/Tang Hall Explore,Monthly,2019-03-31,76886.00,5202.0,4556.0,4109.0,13867.0,7770.0,8705.0,6965.0,23440.00,7539.00,6923.00,5540.00,20002.00,6995.00,6064.00,6518.00,19577.00,Up is Good,Books Borrowed,Burnholme/Tang Hall Explore
LIB02-P,Books Borrowed - Burnholme/Tang Hall Explore,Monthly,2020-03-31,80594.00,7031.0,6699.0,6419.0,20149.0,7763.0,7792.0,7045.0,22600.00,6857.00,7125.00,5213.00,19195.00,6546.00,6777.00,5327.00,18650.00,Up is Good,Books Borrowed,Burnholme/Tang Hall Explore
LIB02-P,Books Borrowed - Burnholme/Tang Hall Explore,Monthly,2021-03-31,22289.00,0.0,0.0,0.0,0.0,1534.0,1713.0,3502.0,6749.00,5940.00,2270.00,2047.00,10257.00,2077.00,1746.00,1460.00,5283.00,Up is Good,Books Borrowed,Burnholme/Tang Hall Explore
LIB02-P,Books Borrowed - Burnholme/Tang Hall Explore,Monthly,2022-03-31,78401.00,4037.0,5763.0,6483.0,16283.0,7716.0,7708.0,6769.0,22193.00,7039.00,6989.00,5475.00,19503.00,6788.00,6420.00,7214.00,20422.00,Up is Good,Books Borrowed,Burnholme/Tang Hall Explore
LIB02-P,Books Borrowed - Burnholme/Tang Hall Explore,Monthly,2023-03-31,,6626.0,7203.0,6251.0,20080.0,7937.0,8070.0,6833.0,22840.00,7532.00,7374.00,5683.00,20589.00,,,,,Up is Good,Books Borrowed,Burnholme/Tang Hall Explore
LIB02-Q,Books Borrowed - York Explore,Monthly,2015-03-31,145019.00,27842.0,26741.0,5468.0,60051.0,4549.0,4003.0,3727.0,12279.00,3046.00,3138.00,3216.00,9400.00,20852.00,20591.00,21846.00,63289.00,Up is Good,Books Borrowed,York Explore
LIB02-Q,Books Borrowed - York Explore,Monthly,2016-03-31,252971.00,20080.0,21496.0,19883.0,61459.0,23115.0,22830.0,21064.0,67009.00,21863.00,20136.00,17549.00,59548.00,21272.00,21402.00,22281.00,64955.00,Up is Good,Books Borrowed,York Explore
LIB02-Q,Books Borrowed - York Explore,Monthly,2017-03-31,261080.00,22217.0,21407.0,21341.0,64965.0,22889.0,24929.0,21115.0,68933.00,22733.00,20329.00,17438.00,60500.00,22723.00,20636.00,23323.00,66682.00,Up is Good,Books Borrowed,York Explore
LIB02-Q,Books Borrowed - York Explore,Monthly,2018-03-31,269726.00,22084.0,22609.0,21173.0,65866.0,24009.0,26180.0,23268.0,73457.00,23137.00,21446.00,18724.00,63307.00,22965.00,21032.00,23099.00,67096.00,Up is Good,Books Borrowed,York Explore
LIB02-Q,Books Borrowed - York Explore,Monthly,2019-03-31,263082.00,22932.0,22043.0,21704.0,66679.0,23224.0,24532.0,22043.0,69799.00,23337.00,21230.00,17399.00,61966.00,23319.00,20260.00,21059.00,64638.00,Up is Good,Books Borrowed,York Explore
LIB02-Q,Books Borrowed - York Explore,Monthly,2020-03-31,240857.00,20382.0,20447.0,19519.0,60348.0,22119.0,23351.0,19996.0,65466.00,21757.00,19734.00,17965.00,59456.00,21238.00,20145.00,14204.00,55587.00,Up is Good,Books Borrowed,York Explore
LIB02-Q,Books Borrowed - York Explore,Monthly,2021-03-31,37886.00,0.0,0.0,0.0,0.0,1829.0,1666.0,7740.0,11235.00,12341.00,4107.00,4080.00,20528.00,2661.00,1639.00,1823.00,6123.00,Up is Good,Books Borrowed,York Explore
LIB02-Q,Books Borrowed - York Explore,Monthly,2022-03-31,176044.00,7839.0,12775.0,13624.0,34238.0,14489.0,17089.0,15544.0,47122.00,17192.00,15583.00,12435.00,45210.00,17191.00,14954.00,17329.00,49474.00,Up is Good,Books Borrowed,York Explore
LIB02-Q,Books Borrowed - York Explore,Monthly,2023-03-31,,16179.0,17348.0,16521.0,50048.0,17774.0,20339.0,17566.0,55679.00,18422.00,16798.00,14178.00,49398.00,,,,,Up is Good,Books Borrowed,York Explore
LIB02-R,Books Borrowed - E-Library,Monthly,2015-03-31,14425.00,814.0,837.0,1515.0,3166.0,1163.0,1317.0,1218.0,3698.00,1261.00,1212.00,1080.00,3553.00,1231.00,1340.00,1437.00,4008.00,Up is Good,Books Borrowed,E-Library
LIB02-R,Books Borrowed - E-Library,Monthly,2016-03-31,20256.00,1245.0,1439.0,1345.0,4029.0,1665.0,1730.0,1626.0,5021.00,1572.00,1407.00,1802.00,4781.00,2160.00,2014.00,2251.00,6425.00,Up is Good,Books Borrowed,E-Library
LIB02-R,Books Borrowed - E-Library,Monthly,2017-03-31,27429.00,2094.0,2117.0,1874.0,6085.0,2351.0,2464.0,2176.0,6991.00,2357.00,2266.00,2285.00,6908.00,2440.00,2503.00,2502.00,7445.00,Up is Good,Books Borrowed,E-Library
LIB02-R,Books Borrowed - E-Library,Monthly,2018-03-31,31864.00,2637.0,2518.0,2300.0,7455.0,2578.0,2909.0,2466.0,7953.00,2534.00,2457.00,2602.00,7593.00,2838.00,2938.00,3087.00,8863.00,Up is Good,Books Borrowed,E-Library
LIB02-R,Books Borrowed - E-Library,Monthly,2019-03-31,36626.00,2871.0,2745.0,2901.0,8517.0,3078.0,3491.0,2948.0,9517.00,3152.00,2986.00,3062.00,9200.00,3236.00,2952.00,3204.00,9392.00,Up is Good,Books Borrowed,E-Library
LIB02-R,Books Borrowed - E-Library,Monthly,2020-03-31,45147.00,3418.0,3278.0,3254.0,9950.0,3616.0,3839.0,3567.0,11022.00,3834.00,3641.00,3624.00,11099.00,4148.00,3959.00,4969.00,13076.00,Up is Good,Books Borrowed,E-Library
LIB02-R,Books Borrowed - E-Library,Monthly,2021-03-31,363844.00,23358.0,29903.0,25641.0,78902.0,22945.0,27704.0,30515.0,81164.00,32221.00,32495.00,29702.00,94418.00,36732.00,34980.00,37648.00,109360.00,Up is Good,Books Borrowed,E-Library
LIB02-R,Books Borrowed - E-Library,Monthly,2022-03-31,364517.00,34794.0,32890.0,28290.0,95974.0,29328.0,30401.0,28871.0,88600.00,31284.00,30001.00,29516.00,90801.00,29564.00,29209.00,30369.00,89142.00,Up is Good,Books Borrowed,E-Library
LIB02-R,Books Borrowed - E-Library,Monthly,2023-03-31,,31599.0,31597.0,30373.0,93569.0,34660.0,33576.0,31210.0,99446.00,36084.00,33650.00,32725.00,102459.00,,,,,Up is Good,Books Borrowed,E-Library
LIB02-S,Books Borrowed - Homestead Park,Monthly,2017-03-31,392.00,,,,,111.0,104.0,44.0,259.00,43.00,75.00,15.00,133.00,0.00,0.00,0.00,0.00,Up is Good,Books Borrowed,Homestead Park
LIB02-S,Books Borrowed - Homestead Park,Monthly,2018-03-31,26.00,2.0,9.0,4.0,15.0,1.0,1.0,9.0,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Up is Good,Books Borrowed,Homestead Park
LIB02-S,Books Borrowed - Homestead Park,Monthly,2019-03-31,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Up is Good,Books Borrowed,Homestead Park
LIB02-S,Books Borrowed - Homestead Park,Monthly,2020-03-31,68.00,13.0,19.0,4.0,36.0,12.0,18.0,2.0,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Up is Good,Books Borrowed,Homestead Park
LIB02-S,Books Borrowed - Homestead Park,Monthly,2021-03-31,,,,,,,,,,,,,,,,,,Up is Good,Books Borrowed,Homestead Park
LIB02-S,Books Borrowed - Homestead Park,Monthly,2022-03-31,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Up is Good,Books Borrowed,Homestead Park
LIB02-S,Books Borrowed - Homestead Park,Monthly,2023-03-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,,,,,Up is Good,Books Borrowed,Homestead Park
TAP13a,"% of Talkabout panel who give unpaid help to any group, club or organisation",Quarterly,2013-03-31,45.00,,,,,,,,,,,,,,,,,Up is Good,"% of Talkabout panel who give unpaid help to any group, club or organisation",No Name
TAP13a,"% of Talkabout panel who give unpaid help to any group, club or organisation",Quarterly,2014-03-31,55.00,,,,,,,,,,,,,,,,,Up is Good,"% of Talkabout panel who give unpaid help to any group, club or organisation",No Name
TAP13a,"% of Talkabout panel who give unpaid help to any group, club or organisation",Quarterly,2015-03-31,-1,,,,,,,,,,,,,,,,,Up is Good,"% of Talkabout panel who give unpaid help to any group, club or organisation",No Name
TAP13a,"% of Talkabout panel who give unpaid help to any group, club or organisation",Quarterly,2016-03-31,-1,,,,,,,,,,,,,,,,,Up is Good,"% of Talkabout panel who give unpaid help to any group, club or organisation",No Name
TAP13a,"% of Talkabout panel who give unpaid help to any group, club or organisation",Quarterly,2017-03-31,64.30,,,,64.8,,,,-1,,,,64.30,,,,-1,Up is Good,"% of Talkabout panel who give unpaid help to any group, club or organisation",No Name
TAP13a,"% of Talkabout panel who give unpaid help to any group, club or organisation",Quarterly,2018-03-31,66.22,,,,66.44,,,,-1,,,,66.22,,,,-1,Up is Good,"% of Talkabout panel who give unpaid help to any group, club or organisation",No Name
TAP13a,"% of Talkabout panel who give unpaid help to any group, club or organisation",Quarterly,2019-03-31,64.72,,,,67.83,,,,-1,,,,64.72,,,,-1,Up is Good,"% of Talkabout panel who give unpaid help to any group, club or organisation",No Name
TAP13a,"% of Talkabout panel who give unpaid help to any group, club or organisation",Quarterly,2020-03-31,67.17,,,,64.98,,,,-1,,,,67.17,,,,-1,Up is Good,"% of Talkabout panel who give unpaid help to any group, club or organisation",No Name
TAP13a,"% of Talkabout panel who give unpaid help to any group, club or organisation",Quarterly,2021-03-31,71.22,,,,72.27,,,,71.22,,,,-1,,,,-1,Up is Good,"% of Talkabout panel who give unpaid help to any group, club or organisation",No Name
TAP13a,"% of Talkabout panel who give unpaid help to any group, club or organisation",Quarterly,2022-03-31,61.35,,,,56.0,,,,-1,,,,61.35,,,,-1,Up is Good,"% of Talkabout panel who give unpaid help to any group, club or organisation",No Name
TAP13a,"% of Talkabout panel who give unpaid help to any group, club or organisation",Quarterly,2023-03-31,,,,,65.38,,,,,,,,60.64,,,,,Up is Good,"% of Talkabout panel who give unpaid help to any group, club or organisation",No Name
TAP13b,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",Quarterly,2013-03-31,54.00,,,,,,,,,,,,,,,,,Up is Bad,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",No Name
TAP13b,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",Quarterly,2014-03-31,45.00,,,,,,,,,,,,,,,,,Up is Bad,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",No Name
TAP13b,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",Quarterly,2015-03-31,-1,,,,,,,,,,,,,,,,,Up is Bad,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",No Name
TAP13b,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",Quarterly,2016-03-31,-1,,,,,,,,,,,,,,,,,Up is Bad,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",No Name
TAP13b,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",Quarterly,2017-03-31,32.66,,,,32.5,,,,-1,,,,32.66,,,,-1,Up is Bad,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",No Name
TAP13b,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",Quarterly,2018-03-31,31.32,,,,30.65,,,,-1,,,,31.32,,,,-1,Up is Bad,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",No Name
TAP13b,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",Quarterly,2019-03-31,30.79,,,,30.0,,,,-1,,,,30.79,,,,-1,Up is Bad,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",No Name
TAP13b,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",Quarterly,2020-03-31,30.58,,,,31.86,,,,-1,,,,30.58,,,,-1,Up is Bad,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",No Name
TAP13b,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",Quarterly,2021-03-31,24.81,,,,24.79,,,,24.81,,,,-1,,,,-1,Up is Bad,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",No Name
TAP13b,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",Quarterly,2022-03-31,36.25,,,,41.0,,,,-1,,,,36.25,,,,-1,Up is Bad,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",No Name
TAP13b,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",Quarterly,2023-03-31,,,,,33.46,,,,,,,,36.17,,,,,Up is Bad,"% of Talkabout panel who do not give unpaid help to any group, club or organisation",No Name
TAP31a,% of panel who think that the council and partners are doing well conserving York's heritage,Quarterly,2013-03-31,81.00,,,,,,,,,,,,,,,,,Up is Good,% of panel who think that the council and partners are doing well conserving York's heritage,No Name
TAP31a,% of panel who think that the council and partners are doing well conserving York's heritage,Quarterly,2014-03-31,70.00,,,,,,,,,,,,,,,,,Up is Good,% of panel who think that the council and partners are doing well conserving York's heritage,No Name
TAP31a,% of panel who think that the council and partners are doing well conserving York's heritage,Quarterly,2015-03-31,-1,,,,,,,,,,,,,,,,,Up is Good,% of panel who think that the council and partners are doing well conserving York's heritage,No Name
TAP31a,% of panel who think that the council and partners are doing well conserving York's heritage,Quarterly,2016-03-31,-1,,,,,,,,,,,,,,,,,Up is Good,% of panel who think that the council and partners are doing well conserving York's heritage,No Name
TAP31a,% of panel who think that the council and partners are doing well conserving York's heritage,Quarterly,2017-03-31,76.41,,,,77.4,,,,-1,,,,76.41,,,,-1,Up is Good,% of panel who think that the council and partners are doing well conserving York's heritage,No Name
TAP31a,% of panel who think that the council and partners are doing well conserving York's heritage,Quarterly,2018-03-31,69.48,,,,76.4,,,,-1,,,,69.48,,,,-1,Up is Good,% of panel who think that the council and partners are doing well conserving York's heritage,No Name
TAP31a,% of panel who think that the council and partners are doing well conserving York's heritage,Quarterly,2019-03-31,76.67,,,,74.84,,,,-1,,,,76.67,,,,-1,Up is Good,% of panel who think that the council and partners are doing well conserving York's heritage,No Name
TAP31a,% of panel who think that the council and partners are doing well conserving York's heritage,Quarterly,2020-03-31,74.75,,,,74.58,,,,-1,,,,74.75,,,,-1,Up is Good,% of panel who think that the council and partners are doing well conserving York's heritage,No Name
TAP31a,% of panel who think that the council and partners are doing well conserving York's heritage,Quarterly,2021-03-31,62.78,,,,69.78,,,,62.78,,,,-1,,,,-1,Up is Good,% of panel who think that the council and partners are doing well conserving York's heritage,No Name
TAP31a,% of panel who think that the council and partners are doing well conserving York's heritage,Quarterly,2022-03-31,70.28,,,,76.0,,,,-1,,,,70.28,,,,-1,Up is Good,% of panel who think that the council and partners are doing well conserving York's heritage,No Name
TAP31a,% of panel who think that the council and partners are doing well conserving York's heritage,Quarterly,2023-03-31,,,,,71.67,,,,,,,,70.32,,,,,Up is Good,% of panel who think that the council and partners are doing well conserving York's heritage,No Name
TAP31b,% of panel who think that the council and partners are not doing well conserving York's heritage,Quarterly,2013-03-31,7.00,,,,,,,,,,,,,,,,,Up is Bad,% of panel who think that the council and partners are not doing well conserving York's heritage,No Name
TAP31b,% of panel who think that the council and partners are not doing well conserving York's heritage,Quarterly,2014-03-31,16.00,,,,,,,,,,,,,,,,,Up is Bad,% of panel who think that the council and partners are not doing well conserving York's heritage,No Name
TAP31b,% of panel who think that the council and partners are not doing well conserving York's heritage,Quarterly,2015-03-31,-1,,,,,,,,,,,,,,,,,Up is Bad,% of panel who think that the council and partners are not doing well conserving York's heritage,No Name
TAP31b,% of panel who think that the council and partners are not doing well conserving York's heritage,Quarterly,2016-03-31,-1,,,,,,,,,,,,,,,,,Up is Bad,% of panel who think that the council and partners are not doing well conserving York's heritage,No Name
TAP31b,% of panel who think that the council and partners are not doing well conserving York's heritage,Quarterly,2017-03-31,15.32,,,,14.0,,,,-1,,,,15.32,,,,-1,Up is Bad,% of panel who think that the council and partners are not doing well conserving York's heritage,No Name
TAP31b,% of panel who think that the council and partners are not doing well conserving York's heritage,Quarterly,2018-03-31,21.00,,,,15.96,,,,-1,,,,21.00,,,,-1,Up is Bad,% of panel who think that the council and partners are not doing well conserving York's heritage,No Name
TAP31b,% of panel who think that the council and partners are not doing well conserving York's heritage,Quarterly,2019-03-31,16.44,,,,17.55,,,,-1,,,,16.44,,,,-1,Up is Bad,% of panel who think that the council and partners are not doing well conserving York's heritage,No Name
TAP31b,% of panel who think that the council and partners are not doing well conserving York's heritage,Quarterly,2020-03-31,17.75,,,,17.44,,,,-1,,,,17.75,,,,-1,Up is Bad,% of panel who think that the council and partners are not doing well conserving York's heritage,No Name
TAP31b,% of panel who think that the council and partners are not doing well conserving York's heritage,Quarterly,2021-03-31,17.62,,,,13.64,,,,17.62,,,,-1,,,,-1,Up is Bad,% of panel who think that the council and partners are not doing well conserving York's heritage,No Name
TAP31b,% of panel who think that the council and partners are not doing well conserving York's heritage,Quarterly,2022-03-31,20.68,,,,16.0,,,,-1,,,,20.68,,,,-1,Up is Bad,% of panel who think that the council and partners are not doing well conserving York's heritage,No Name
TAP31b,% of panel who think that the council and partners are not doing well conserving York's heritage,Quarterly,2023-03-31,,,,,18.54,,,,,,,,18.18,,,,,Up is Bad,% of panel who think that the council and partners are not doing well conserving York's heritage,No Name
