indicator_id,Activity,LibraryName,CollectionFrequency,financialYear,Total,April,May,June,Q1,July,Aug,September,Q2,October,November,December,Q3,January,February,March,Q4,Polarity
LIB01-G,Library Visits,Fulford Library,Monthly,2013-03-31,22015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-G,Library Visits,Fulford Library,Monthly,2014-03-31,27030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-G,Library Visits,Fulford Library,Monthly,2015-03-31,28706.0,1936.0,2196.0,2446.0,6578.0,3339.0,1703.0,2882.0,7924.0,2319.0,2849.0,1703.0,6871.0,2671.0,2147.0,2515.0,7333.0,Up is Good
LIB01-G,Library Visits,Fulford Library,Monthly,2016-03-31,23975.0,1736.0,1995.0,2145.0,5876.0,1975.0,1067.0,1632.0,4674.0,2357.0,2253.0,1724.0,6334.0,2436.0,2340.0,2315.0,7091.0,Up is Good
LIB01-G,Library Visits,Fulford Library,Monthly,2017-03-31,25931.0,2056.0,1979.0,2146.0,6181.0,2377.0,1126.0,2340.0,5843.0,2368.0,2516.0,1825.0,6709.0,2498.0,1994.0,2706.0,7198.0,Up is Good
LIB01-G,Library Visits,Fulford Library,Monthly,2018-03-31,25322.0,1724.0,2235.0,2394.0,6353.0,2292.0,1406.0,2163.0,5861.0,2379.0,2273.0,1850.0,6502.0,2399.0,2036.0,2171.0,6606.0,Up is Good
LIB01-G,Library Visits,Fulford Library,Monthly,2019-03-31,25220.0,1847.0,2004.0,2039.0,5890.0,2084.0,1353.0,2259.0,5696.0,2867.0,2449.0,1625.0,6941.0,2152.0,2039.0,2502.0,6693.0,Up is Good
LIB01-G,Library Visits,Fulford Library,Monthly,2020-03-31,26335.0,1757.0,2236.0,2026.0,6019.0,2080.0,1471.0,2513.0,6064.0,2990.0,2700.0,2035.0,7725.0,2693.0,2149.0,1685.0,6527.0,Up is Good
LIB01-G,Library Visits,Fulford Library,Monthly,2021-03-31,2813.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0,843.0,1181.0,143.0,612.0,1936.0,34.0,0.0,0.0,34.0,Up is Good
LIB01-G,Library Visits,Fulford Library,Monthly,2022-03-31,15163.0,649.0,1047.0,889.0,2585.0,1129.0,948.0,1085.0,3162.0,1541.0,1529.0,1254.0,4324.0,1708.0,1513.0,1871.0,5092.0,Up is Good
LIB01-G,Library Visits,Fulford Library,Monthly,2023-03-31,0.0,1467.0,1733.0,1707.0,4907.0,1920.0,1323.0,2145.0,5388.0,2092.0,2622.0,1661.0,6375.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-H,Library Visits,Haxby Explore,Monthly,2012-03-31,44185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-H,Library Visits,Haxby Explore,Monthly,2013-03-31,41606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-H,Library Visits,Haxby Explore,Monthly,2014-03-31,44231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-H,Library Visits,Haxby Explore,Monthly,2015-03-31,48102.0,3544.0,3241.0,3819.0,10604.0,4947.0,5199.0,4880.0,15026.0,4502.0,4192.0,2765.0,11459.0,3918.0,3204.0,3891.0,11013.0,Up is Good
LIB01-H,Library Visits,Haxby Explore,Monthly,2016-03-31,43818.0,3075.0,3475.0,3712.0,10262.0,4476.0,4088.0,4052.0,12616.0,3613.0,3754.0,2720.0,10087.0,3763.0,3740.0,3350.0,10853.0,Up is Good
LIB01-H,Library Visits,Haxby Explore,Monthly,2017-03-31,23080.0,3763.0,3211.0,3312.0,10286.0,2827.0,1804.0,1277.0,5908.0,1354.0,1272.0,1046.0,3672.0,1081.0,1051.0,1082.0,3214.0,Up is Good
LIB01-H,Library Visits,Haxby Explore,Monthly,2018-03-31,25337.0,1035.0,1129.0,1187.0,3351.0,2334.0,3791.0,3138.0,9263.0,2702.0,2242.0,1639.0,6583.0,2290.0,2054.0,1796.0,6140.0,Up is Good
LIB01-H,Library Visits,Haxby Explore,Monthly,2019-03-31,28302.0,2142.0,2072.0,2308.0,6522.0,3170.0,3243.0,2683.0,9096.0,3409.0,1319.0,1907.0,6635.0,2344.0,2041.0,1664.0,6049.0,Up is Good
LIB01-H,Library Visits,Haxby Explore,Monthly,2020-03-31,25653.0,1847.0,1732.0,1896.0,5475.0,2980.0,3582.0,2371.0,8933.0,2744.0,2118.0,1537.0,6399.0,1612.0,1750.0,1484.0,4846.0,Up is Good
LIB01-H,Library Visits,Haxby Explore,Monthly,2021-03-31,1856.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,590.0,753.0,106.0,358.0,1217.0,49.0,0.0,0.0,49.0,Up is Good
LIB01-H,Library Visits,Haxby Explore,Monthly,2022-03-31,9149.0,411.0,548.0,598.0,1557.0,843.0,926.0,924.0,2693.0,772.0,765.0,585.0,2122.0,835.0,822.0,1120.0,2777.0,Up is Good
LIB01-H,Library Visits,Haxby Explore,Monthly,2023-03-31,0.0,1100.0,1028.0,34.0,2162.0,79.0,46.0,45.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-I,Library Visits,Huntington Library,Monthly,2012-03-31,24869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-I,Library Visits,Huntington Library,Monthly,2013-03-31,22817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-I,Library Visits,Huntington Library,Monthly,2014-03-31,22052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-I,Library Visits,Huntington Library,Monthly,2015-03-31,24357.0,1767.0,1974.0,1962.0,5703.0,2355.0,2612.0,2051.0,7018.0,2252.0,1853.0,1403.0,5508.0,1965.0,1942.0,2221.0,6128.0,Up is Good
LIB01-I,Library Visits,Huntington Library,Monthly,2016-03-31,24085.0,1933.0,1870.0,1916.0,5719.0,1942.0,2093.0,2151.0,6186.0,2216.0,2071.0,1712.0,5999.0,2069.0,2031.0,2081.0,6181.0,Up is Good
LIB01-I,Library Visits,Huntington Library,Monthly,2017-03-31,24750.0,1829.0,1729.0,1964.0,5522.0,2036.0,1832.0,1985.0,5853.0,2217.0,2181.0,1824.0,6222.0,2309.0,2244.0,2600.0,7153.0,Up is Good
LIB01-I,Library Visits,Huntington Library,Monthly,2018-03-31,25734.0,2116.0,1960.0,2220.0,6296.0,2432.0,2073.0,2021.0,6526.0,2088.0,2317.0,1576.0,5981.0,2605.0,2020.0,2306.0,6931.0,Up is Good
LIB01-I,Library Visits,Huntington Library,Monthly,2019-03-31,23224.0,1920.0,1937.0,1919.0,5776.0,2206.0,2178.0,1767.0,6151.0,1524.0,1858.0,1431.0,4813.0,2472.0,1972.0,2040.0,6484.0,Up is Good
LIB01-I,Library Visits,Huntington Library,Monthly,2020-03-31,26576.0,1763.0,1764.0,2020.0,5547.0,2064.0,2040.0,2198.0,6302.0,2746.0,2674.0,1815.0,7235.0,3147.0,2564.0,1781.0,7492.0,Up is Good
LIB01-I,Library Visits,Huntington Library,Monthly,2021-03-31,2343.0,0.0,0.0,0.0,0.0,0.0,0.0,783.0,783.0,843.0,117.0,534.0,1494.0,66.0,0.0,0.0,66.0,Up is Good
LIB01-I,Library Visits,Huntington Library,Monthly,2022-03-31,12812.0,535.0,782.0,895.0,2212.0,962.0,1096.0,1109.0,3167.0,1384.0,1446.0,852.0,3682.0,1224.0,1098.0,1429.0,3751.0,Up is Good
LIB01-I,Library Visits,Huntington Library,Monthly,2023-03-31,0.0,1312.0,1485.0,1263.0,4060.0,1782.0,1680.0,1671.0,5133.0,1564.0,1674.0,1149.0,4387.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-J,Library Visits,Mobile Library,Monthly,2012-03-31,13537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-J,Library Visits,Mobile Library,Monthly,2013-03-31,8568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-J,Library Visits,Mobile Library,Monthly,2014-03-31,9114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-J,Library Visits,Mobile Library,Monthly,2015-03-31,9605.0,826.0,772.0,733.0,2331.0,1005.0,710.0,851.0,2566.0,971.0,640.0,671.0,2282.0,840.0,747.0,839.0,2426.0,Up is Good
LIB01-J,Library Visits,Mobile Library,Monthly,2016-03-31,11323.0,730.0,708.0,883.0,2321.0,857.0,694.0,875.0,2426.0,750.0,920.0,1230.0,2900.0,1087.0,1328.0,1261.0,3676.0,Up is Good
LIB01-J,Library Visits,Mobile Library,Monthly,2017-03-31,13285.0,1130.0,747.0,1565.0,3442.0,1333.0,1290.0,1787.0,4410.0,1316.0,574.0,981.0,2871.0,597.0,1073.0,892.0,2562.0,Up is Good
LIB01-J,Library Visits,Mobile Library,Monthly,2018-03-31,14091.0,731.0,1396.0,1415.0,3542.0,1209.0,747.0,1132.0,3088.0,1570.0,1061.0,1075.0,3706.0,1462.0,1212.0,1081.0,3755.0,Up is Good
LIB01-J,Library Visits,Mobile Library,Monthly,2019-03-31,14149.0,1163.0,1439.0,2541.0,5143.0,994.0,958.0,1491.0,3443.0,1484.0,490.0,705.0,2679.0,1088.0,987.0,809.0,2884.0,Up is Good
LIB01-J,Library Visits,Mobile Library,Monthly,2020-03-31,10083.0,856.0,1166.0,1457.0,3479.0,1117.0,958.0,914.0,2989.0,880.0,0.0,308.0,1188.0,912.0,773.0,742.0,2427.0,Up is Good
LIB01-J,Library Visits,Mobile Library,Monthly,2021-03-31,656.0,0.0,0.0,0.0,0.0,83.0,181.0,214.0,478.0,158.0,20.0,0.0,178.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-J,Library Visits,Mobile Library,Monthly,2022-03-31,5977.0,192.0,516.0,901.0,1609.0,657.0,291.0,685.0,1633.0,431.0,479.0,78.0,988.0,533.0,469.0,745.0,1747.0,Up is Good
LIB01-J,Library Visits,Mobile Library,Monthly,2023-03-31,0.0,745.0,664.0,1427.0,2836.0,477.0,363.0,395.0,1235.0,327.0,530.0,178.0,1035.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-K,Library Visits,New Earswick Library,Monthly,2012-03-31,28272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-K,Library Visits,New Earswick Library,Monthly,2013-03-31,25239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-K,Library Visits,New Earswick Library,Monthly,2014-03-31,25651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-K,Library Visits,New Earswick Library,Monthly,2015-03-31,23135.0,1791.0,2215.0,2314.0,6320.0,2391.0,2031.0,2024.0,6446.0,2103.0,1834.0,1275.0,5212.0,1836.0,1513.0,1808.0,5157.0,Up is Good
LIB01-K,Library Visits,New Earswick Library,Monthly,2016-03-31,21963.0,1663.0,1479.0,1880.0,5022.0,1699.0,1345.0,1663.0,4707.0,2020.0,2083.0,1630.0,5733.0,2379.0,2014.0,2108.0,6501.0,Up is Good
LIB01-K,Library Visits,New Earswick Library,Monthly,2017-03-31,24331.0,1975.0,1918.0,1906.0,5799.0,1718.0,2028.0,2149.0,5895.0,2102.0,2506.0,1511.0,6119.0,2242.0,1807.0,2469.0,6518.0,Up is Good
LIB01-K,Library Visits,New Earswick Library,Monthly,2018-03-31,24544.0,1824.0,2160.0,2109.0,6093.0,2199.0,1686.0,2245.0,6130.0,2461.0,2207.0,1565.0,6233.0,2256.0,1798.0,2034.0,6088.0,Up is Good
LIB01-K,Library Visits,New Earswick Library,Monthly,2019-03-31,17509.0,1891.0,1032.0,1234.0,4157.0,1417.0,1557.0,1849.0,4823.0,1445.0,1571.0,1011.0,4027.0,1540.0,1326.0,1636.0,4502.0,Up is Good
LIB01-K,Library Visits,New Earswick Library,Monthly,2020-03-31,18744.0,1649.0,1520.0,1475.0,4644.0,1931.0,1841.0,1438.0,5210.0,1750.0,1616.0,1310.0,4676.0,1655.0,1559.0,1000.0,4214.0,Up is Good
LIB01-K,Library Visits,New Earswick Library,Monthly,2021-03-31,1983.0,0.0,0.0,0.0,0.0,0.0,110.0,432.0,542.0,877.0,222.0,294.0,1393.0,48.0,0.0,0.0,48.0,Up is Good
LIB01-K,Library Visits,New Earswick Library,Monthly,2022-03-31,14006.0,476.0,846.0,1052.0,2374.0,1167.0,1114.0,1112.0,3393.0,1296.0,1375.0,1125.0,3796.0,1454.0,1316.0,1673.0,4443.0,Up is Good
LIB01-K,Library Visits,New Earswick Library,Monthly,2023-03-31,0.0,1553.0,1670.0,1704.0,4927.0,1656.0,2264.0,2167.0,6087.0,2309.0,2461.0,1719.0,6489.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-L,Library Visits,Poppleton Library,Monthly,2012-03-31,27506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-L,Library Visits,Poppleton Library,Monthly,2013-03-31,22482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-L,Library Visits,Poppleton Library,Monthly,2014-03-31,23157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-L,Library Visits,Poppleton Library,Monthly,2015-03-31,23641.0,1617.0,1788.0,1981.0,5386.0,2241.0,2227.0,2215.0,6683.0,2265.0,1986.0,1542.0,5793.0,2229.0,1730.0,1820.0,5779.0,Up is Good
LIB01-L,Library Visits,Poppleton Library,Monthly,2016-03-31,20903.0,1704.0,1584.0,1669.0,4957.0,1826.0,1561.0,1650.0,5037.0,1794.0,1862.0,1543.0,5199.0,1952.0,1895.0,1863.0,5710.0,Up is Good
LIB01-L,Library Visits,Poppleton Library,Monthly,2017-03-31,21952.0,1839.0,1700.0,2016.0,5555.0,2139.0,2084.0,1994.0,6217.0,1781.0,1623.0,1315.0,4719.0,1881.0,1604.0,1976.0,5461.0,Up is Good
LIB01-L,Library Visits,Poppleton Library,Monthly,2018-03-31,23137.0,1585.0,1963.0,1937.0,5485.0,2148.0,1975.0,2027.0,6150.0,1912.0,1898.0,1684.0,5494.0,2196.0,1798.0,2014.0,6008.0,Up is Good
LIB01-L,Library Visits,Poppleton Library,Monthly,2019-03-31,22471.0,1975.0,1665.0,2033.0,5673.0,2029.0,1964.0,1736.0,5729.0,1938.0,1911.0,1271.0,5120.0,1900.0,1766.0,2283.0,5949.0,Up is Good
LIB01-L,Library Visits,Poppleton Library,Monthly,2020-03-31,21276.0,1865.0,1771.0,1800.0,5436.0,1970.0,1800.0,1844.0,5614.0,2106.0,1946.0,1195.0,5247.0,1982.0,1660.0,1337.0,4979.0,Up is Good
LIB01-L,Library Visits,Poppleton Library,Monthly,2021-03-31,2578.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,826.0,932.0,174.0,573.0,1679.0,73.0,0.0,0.0,73.0,Up is Good
LIB01-L,Library Visits,Poppleton Library,Monthly,2022-03-31,11002.0,479.0,714.0,803.0,1996.0,937.0,935.0,1152.0,3024.0,958.0,978.0,801.0,2737.0,1082.0,991.0,1172.0,3245.0,Up is Good
LIB01-L,Library Visits,Poppleton Library,Monthly,2023-03-31,0.0,1115.0,1093.0,1103.0,3311.0,1329.0,1564.0,1399.0,4292.0,1408.0,1381.0,1020.0,3809.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-M,Library Visits,Rowntree Park Reading Cafe,Monthly,2012-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-M,Library Visits,Rowntree Park Reading Cafe,Monthly,2013-03-31,48264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-M,Library Visits,Rowntree Park Reading Cafe,Monthly,2014-03-31,89478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-M,Library Visits,Rowntree Park Reading Cafe,Monthly,2015-03-31,81155.0,7235.0,5738.0,6051.0,19024.0,9766.0,10020.0,7173.0,26959.0,7694.0,6406.0,5938.0,20038.0,4882.0,3646.0,6606.0,15134.0,Up is Good
LIB01-M,Library Visits,Rowntree Park Reading Cafe,Monthly,2016-03-31,83516.0,9524.0,7582.0,7912.0,25018.0,9484.0,9398.0,8372.0,27254.0,8316.0,4044.0,2172.0,14532.0,2868.0,6092.0,7752.0,16712.0,Up is Good
LIB01-M,Library Visits,Rowntree Park Reading Cafe,Monthly,2017-03-31,90174.0,7856.0,9436.0,8162.0,25454.0,10018.0,11862.0,8970.0,30850.0,6190.0,4858.0,3860.0,14908.0,5710.0,5938.0,7314.0,18962.0,Up is Good
LIB01-M,Library Visits,Rowntree Park Reading Cafe,Monthly,2018-03-31,93253.0,8949.0,9616.0,8652.0,27217.0,9068.0,10871.0,10869.0,30808.0,7366.0,5744.0,4214.0,17324.0,4586.0,5676.0,7642.0,17904.0,Up is Good
LIB01-M,Library Visits,Rowntree Park Reading Cafe,Monthly,2019-03-31,101265.0,6916.0,9802.0,8488.0,25206.0,11585.0,11365.0,9575.0,32525.0,9420.0,6933.0,4130.0,20483.0,6833.0,8363.0,7855.0,23051.0,Up is Good
LIB01-M,Library Visits,Rowntree Park Reading Cafe,Monthly,2020-03-31,89788.0,8416.0,8480.0,7748.0,24644.0,11005.0,11370.0,9418.0,31793.0,6133.0,6410.0,5435.0,17978.0,7905.0,4825.0,2643.0,15373.0,Up is Good
LIB01-M,Library Visits,Rowntree Park Reading Cafe,Monthly,2021-03-31,62172.0,0.0,0.0,0.0,0.0,7705.0,11043.0,9978.0,28726.0,9293.0,4345.0,5785.0,19423.0,2888.0,2130.0,9005.0,14023.0,Up is Good
LIB01-M,Library Visits,Rowntree Park Reading Cafe,Monthly,2022-03-31,93408.0,9112.0,7936.0,8670.0,25718.0,9330.0,10354.0,9264.0,28948.0,8140.0,7064.0,5156.0,20360.0,7810.0,5066.0,5506.0,18382.0,Up is Good
LIB01-M,Library Visits,Rowntree Park Reading Cafe,Monthly,2023-03-31,0.0,9888.0,9324.0,9478.0,28690.0,8792.0,10868.0,7876.0,27536.0,8232.0,5114.0,4772.0,18118.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-N,Library Visits,Strensall Library,Monthly,2012-03-31,21533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-N,Library Visits,Strensall Library,Monthly,2013-03-31,20163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-N,Library Visits,Strensall Library,Monthly,2014-03-31,20903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Up is Good
LIB01-N,Library Visits,Strensall Library,Monthly,2015-03-31,20107.0,1552.0,1505.0,1771.0,4828.0,2387.0,1832.0,1799.0,6018.0,1578.0,1754.0,1212.0,4544.0,1641.0,1489.0,1587.0,4717.0,Up is Good
LIB01-N,Library Visits,Strensall Library,Monthly,2016-03-31,17120.0,1333.0,1382.0,1617.0,4332.0,1884.0,1703.0,1681.0,5268.0,1352.0,1367.0,1081.0,3800.0,1388.0,1110.0,1222.0,3720.0,Up is Good
LIB01-N,Library Visits,Strensall Library,Monthly,2017-03-31,13957.0,1190.0,1339.0,963.0,3492.0,1091.0,1393.0,1331.0,3815.0,1249.0,1152.0,794.0,3195.0,1279.0,994.0,1182.0,3455.0,Up is Good
LIB01-N,Library Visits,Strensall Library,Monthly,2018-03-31,13129.0,950.0,917.0,1093.0,2960.0,1103.0,1336.0,1204.0,3643.0,1120.0,1183.0,753.0,3056.0,1217.0,1158.0,1095.0,3470.0,Up is Good
LIB01-N,Library Visits,Strensall Library,Monthly,2019-03-31,12111.0,1255.0,878.0,956.0,3089.0,1183.0,1207.0,1001.0,3391.0,1228.0,1065.0,555.0,2848.0,1090.0,886.0,807.0,2783.0,Up is Good
LIB01-N,Library Visits,Strensall Library,Monthly,2020-03-31,14955.0,914.0,1094.0,1026.0,3034.0,1392.0,1524.0,1409.0,4325.0,1452.0,1259.0,965.0,3676.0,1672.0,1394.0,854.0,3920.0,Up is Good
LIB01-N,Library Visits,Strensall Library,Monthly,2021-03-31,2318.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,741.0,893.0,116.0,525.0,1534.0,43.0,0.0,0.0,43.0,Up is Good
